Name,Sex,Event,Equipment,Age,AgeClass,BirthYearClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Dots,Wilks,Glossbrenner,Goodlift,Tested,Country,State,Federation,ParentFederation,Date,MeetCountry,MeetState,MeetTown,MeetName
Mart Siemerink,M,SBD,Raw,23.5,24-34,24-39,Open,92.4,93,130.0,137.5,-145.0,,137.5,85.0,90.0,-92.5,,90.0,170.0,177.5,-185.0,,177.5,405.0,17,258.49,255.2,244.32,53.15,Yes,Netherlands,,KNKF-SP,IPF,2021-10-09,Netherlands,,Tillburg,NSK Powerliften Classic
Nicole Kreuger,F,SBD,Raw,23.5,24-34,24-39,Open,59.63,63,75.0,80.0,-85.0,,80.0,37.5,40.0,42.5,,42.5,102.5,107.5,110.0,,110.0,232.5,25,258.75,260.46,230.15,52.78,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Shailinder Ganpat,M,SBD,Raw,23.5,24-34,24-39,Open,64.5,66,90.0,100.0,-105.0,,100.0,65.0,70.0,72.5,,72.5,135.0,145.0,152.5,,152.5,325.0,4,259.08,260.12,253.04,51.28,Yes,Netherlands,,KNKF-SP,IPF,2021-10-09,Netherlands,,Tillburg,NSK Powerliften Classic
Bram Dunnink,M,SBD,Raw,40.5,40-44,40-49,Open,91.8,93,130.0,137.5,145.0,,145.0,90.0,95.0,-100.0,,95.0,155.0,165.0,-170.0,,165.0,405.0,69,259.31,256.01,245.16,53.32,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Sophie de Tombe,F,SBD,Raw,21.5,20-23,19-23,Open,71.76,76,85.0,90.0,95.0,,95.0,50.0,-55.0,-55.0,,50.0,100.0,107.5,115.0,,115.0,260.0,11,259.33,254.34,224.05,52.74,Yes,Netherlands,,KNKF-SP,IPF,2021-12-18,Netherlands,,Wezep,PWG Cup Powerliften Classic
Tessa Snoek,F,SBD,Raw,22.5,20-23,19-23,Open,66.86,69,85.0,90.0,97.5,,97.5,40.0,42.5,-47.5,,42.5,92.5,102.5,110.0,,110.0,250.0,8,259.53,256.91,226.67,52.73,Yes,Netherlands,,KNKF-SP,IPF,2022-02-05,Netherlands,,Groningen,Northside Barbell Cup
Senna Duitgenius,M,SBD,Raw,16.5,16-17,14-18,Open,65.62,66,100.0,-110.0,110.0,,110.0,60.0,65.0,70.0,,70.0,140.0,150.0,-160.0,,150.0,330.0,3,259.68,260.35,253.06,51.6,Yes,Netherlands,,KNKF-SP,IPF,2020-09-20,Netherlands,,Weert,Loods 37 Cup Powerlifting Classic
Thomas Tijdeman,M,SBD,Raw,29.5,24-34,24-39,Open,101.55,105,205.0,215.0,220.0,,220.0,130.0,135.0,-140.0,,135.0,70.0,,,,70.0,425.0,19,259.88,257.1,245.51,53.3,Yes,Netherlands,,KNKF-SP,IPF,2019-09-28,Netherlands,GE,Nijmegen,SBD Cup
Tom Kuurstra,M,SBD,Raw,19.5,20-23,19-23,Open,55.7,59,-100.0,100.0,107.5,,107.5,70.0,-75.0,-75.0,,70.0,107.5,112.5,-120.0,,112.5,290.0,2,260.8,265.39,260.29,49.49,Yes,Netherlands,,KNKF-SP,IPF,2020-10-10,Netherlands,NB,Tilburg,Dutch Student Championships
Romy van Dillen,F,SBD,Raw,20.5,20-23,19-23,Open,65.12,69,90.0,95.0,-102.5,,95.0,40.0,42.5,-45.0,,42.5,100.0,110.0,-115.0,,110.0,247.5,8,260.94,259.3,228.87,53.04,Yes,Netherlands,,KNKF-SP,IPF,2022-06-25,Netherlands,,Groningen,Northside Barbell Summer Cup
Ilona van Gameren,F,SBD,Raw,34.0,24-34,24-39,Open,74.7,75,85.0,95.0,102.5,,102.5,42.5,-47.5,50.0,,50.0,100.0,115.0,-125.0,,115.0,267.5,1,261.09,254.94,224.29,53.18,,Netherlands,,DPL,IPL,2022-11-13,Netherlands,NB,Helmond,New Phase Cup
Edwin van Raaij,M,SBD,Raw,52.5,50-54,50-59,Masters 2,72.0,74,105.0,112.5,120.0,,120.0,70.0,75.0,77.5,,77.5,145.0,152.5,157.5,,157.5,355.0,7,261.59,260.47,252.11,52.87,Yes,Netherlands,,KNKF-SP,IPF,2022-04-17,Netherlands,,Weert,Subjunioren & Masters NK Powerliften Classic
Daniël den Hollander,M,SBD,Raw,20.5,20-23,19-23,Open,77.5,83,-125.0,-125.0,125.0,,125.0,77.5,82.5,-85.0,,82.5,150.0,157.5,165.0,,165.0,372.5,36,261.81,259.58,250.46,53.4,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Wendy van der Gun,F,SBD,Raw,42.5,40-44,40-49,Masters 1,74.3,76,90.0,95.0,100.0,,100.0,-45.0,45.0,-50.0,,45.0,110.0,115.0,122.5,,122.5,267.5,3,261.84,255.8,225.1,53.32,Yes,Netherlands,,KNKF-SP,IPF,2022-04-17,Netherlands,,Weert,Subjunioren & Masters NK Powerliften Classic
Dylan Maklev,M,SBD,Raw,16.5,16-17,14-18,Sub-Juniors,64.16,66,105.0,112.5,-122.5,,112.5,-65.0,-70.0,70.0,,70.0,125.0,135.0,145.0,,145.0,327.5,1,262.12,263.3,256.2,51.82,Yes,Netherlands,,KNKF-SP,IPF,2022-04-17,Netherlands,,Weert,Subjunioren & Masters NK Powerliften Classic
Wendy van der Gun,F,SBD,Raw,42.5,40-44,40-49,Open,72.8,76,90.0,-100.0,-100.0,,90.0,50.0,-52.5,-52.5,,50.0,115.0,120.0,125.0,,125.0,265.0,23,262.25,256.77,226.1,53.36,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Rosa Stienstra,F,SBD,Raw,22.5,20-23,19-23,Open,62.32,63,75.0,82.5,87.5,,87.5,40.0,42.5,45.0,,45.0,100.0,110.0,-117.5,,110.0,242.5,4,262.55,262.59,231.9,53.43,Yes,Netherlands,,KNKF-SP,IPF,2020-02-01,Netherlands,,Groningen,Northside Barbell Cup
Jennifer Brunek,F,SBD,Raw,23.5,24-34,24-39,Open,70.1,72,85.0,92.5,100.0,,100.0,30.0,37.5,42.5,,42.5,95.0,105.0,117.5,,117.5,260.0,7,262.72,258.41,227.77,53.4,Yes,Netherlands,,KNKF-SP,IPF,2020-10-10,Netherlands,NB,Tilburg,Dutch Student Championships
Wendy van der Gun,F,SBD,Raw,40.5,40-44,40-49,Open,69.92,72,-90.0,95.0,-100.0,,95.0,45.0,-50.0,-50.0,,45.0,110.0,115.0,120.0,,120.0,260.0,3,263.1,258.86,228.19,53.47,Yes,Netherlands,,KNKF-SP,IPF,2020-09-20,Netherlands,,Weert,Loods 37 Cup Powerlifting Classic
Pascal Feijen,M,SBD,Raw,27.0,24-34,24-39,Open,94.8,100,120.0,125.0,135.0,,135.0,90.0,100.0,-102.5,,100.0,160.0,172.5,182.5,,182.5,417.5,6,263.23,259.94,248.62,54.11,,Netherlands,,PAGermany,WPF,2017-04-28,Germany,,Trier,Deutsche Meisterschaften im KDK Bankdrücken und Kreuzheben
Louise Möllers,F,SBD,Raw,18.5,18-19,19-23,Open,72.2,76,87.5,92.5,95.0,,95.0,40.0,-45.0,45.0,,45.0,110.0,120.0,125.0,,125.0,265.0,22,263.43,258.17,227.39,53.58,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Aylin Bilaloglu,F,SBD,Raw,32.5,24-34,24-39,Open,67.4,69,-90.0,90.0,100.0,,100.0,47.5,-50.0,50.0,,50.0,105.0,-110.0,-110.0,,105.0,255.0,40,263.49,260.54,229.83,53.54,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Marinus Breunisse,M,SBD,Raw,27.5,24-34,24-39,Open,58.34,59,-110.0,110.0,112.5,,112.5,55.0,-60.0,-60.0,,55.0,-137.5,137.5,-145.0,,137.5,305.0,4,263.52,266.97,261.12,50.77,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Iris van den Berg,F,SBD,Raw,21.5,20-23,19-23,Open,81.38,84,97.5,-105.0,105.0,,105.0,45.0,-47.5,-47.5,,45.0,110.0,120.0,132.5,,132.5,282.5,5,263.95,256.08,224.36,54.04,Yes,Netherlands,,KNKF-SP,IPF,2022-10-15,Netherlands,,Delft,NSK Powerliften Classic
Tamara Jetten,F,SBD,Raw,24.5,24-34,24-39,Open,77.0,84,95.0,102.5,-110.0,,102.5,50.0,52.5,-55.0,,52.5,120.0,-127.5,-127.5,,120.0,275.0,3,264.19,257.25,226.04,53.89,Yes,Netherlands,,KNKF-SP,IPF,2018-10-13,Netherlands,ZH,Delft,Dutch Student Championships
Dominique van Deursen,F,SBD,Raw,19.5,20-23,19-23,Open,70.5,72,75.0,80.0,-85.0,,80.0,50.0,55.0,-60.0,,55.0,115.0,127.5,-137.5,,127.5,262.5,6,264.4,259.87,229.04,53.75,Yes,Netherlands,,KNKF-SP,IPF,2015-06-13,Netherlands,NB,Tilburg,DRC Cup
Suzanne Bergstra,F,SBD,Raw,23.5,24-34,24-39,Open,61.58,63,92.5,-95.0,-95.0,,92.5,42.5,45.0,-47.5,,45.0,95.0,100.0,105.0,,105.0,242.5,5,264.49,265.0,234.06,53.85,Yes,Netherlands,,KNKF-SP,IPF,2022-02-05,Netherlands,,Groningen,Northside Barbell Cup
Linda Lanting,F,SBD,Raw,26.5,24-34,24-39,Open,65.8,69,82.5,87.5,-92.5,,87.5,52.5,55.0,57.5,,57.5,-107.5,107.5,-112.5,,107.5,252.5,41,264.59,262.52,231.67,53.77,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Tom Claessen,M,SBD,Raw,26.5,24-34,24-39,Open,69.0,74,110.0,117.5,120.0,,120.0,-70.0,72.5,75.0,,75.0,145.0,155.0,-170.0,,155.0,350.0,17,265.56,265.21,257.19,53.3,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Nienke Eilander,F,SBD,Raw,24.5,24-34,24-39,Open,71.11,72,140.0,-145.0,-145.0,,140.0,55.0,57.5,60.0,,60.0,65.0,,,,65.0,265.0,6,265.65,260.82,229.82,54.01,Yes,Netherlands,,KNKF-SP,IPF,2018-04-22,Netherlands,NB,Tilburg,Dutch Classic Powerlifting Championships
Arjaan Martini,M,SBD,Raw,30.5,24-34,24-39,Open,112.44,120,135.0,140.0,145.0,,145.0,-72.5,75.0,77.5,,77.5,205.0,220.0,230.0,,230.0,452.5,8,265.83,264.57,253.04,54.14,Yes,Netherlands,,KNKF-SP,IPF,2020-02-01,Netherlands,,Groningen,Northside Barbell Cup
Daniek Muller,F,SBD,Raw,23.5,24-34,24-39,Open,65.24,69,87.5,95.0,100.0,,100.0,45.0,47.5,-50.0,,47.5,105.0,-112.5,-120.0,,105.0,252.5,15,265.93,264.18,233.17,54.05,Yes,Netherlands,,KNKF-SP,IPF,2022-10-15,Netherlands,,Delft,NSK Powerliften Classic
Lesley van Ginkel,F,SBD,Raw,30.5,24-34,24-39,Open,106.72,84+,102.5,107.5,112.5,,112.5,52.5,55.0,57.5,,57.5,135.0,142.5,150.0,,150.0,320.0,1,266.55,261.93,223.19,56.15,Yes,Netherlands,,KNKF-SP,IPF,2022-06-25,Netherlands,,Groningen,Northside Barbell Summer Cup
Jorrit Sjoerdsma,M,SBD,Raw,17.5,18-19,14-18,Sub-Juniors,77.6,83,-110.0,110.0,120.0,,120.0,75.0,80.0,,,80.0,-175.0,180.0,-190.0,,180.0,380.0,12,266.87,264.58,255.27,54.44,Yes,Netherlands,,KNKF-SP,IPF,2022-04-17,Netherlands,,Weert,Subjunioren & Masters NK Powerliften Classic
Teddy Knoop,F,SBD,Raw,19.5,20-23,19-23,Open,61.66,63,75.0,85.0,-90.0,,85.0,50.0,-57.5,-57.5,,50.0,100.0,105.0,110.0,,110.0,245.0,24,267.0,267.46,236.24,54.36,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Cheryl Jansen,F,SBD,Raw,19.5,20-23,19-23,Open,78.1,84,97.5,105.0,110.0,,110.0,50.0,52.5,-57.5,,52.5,110.0,117.5,-120.0,,117.5,280.0,13,267.04,259.74,228.07,54.52,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Henk Keur,M,SBD,Raw,64.5,60-64,60-69,Masters 3,101.8,105,70.0,-100.0,-150.0,,70.0,132.5,-140.0,-145.0,,132.5,120.0,200.0,235.5,,235.5,438.0,1,267.55,264.71,252.78,54.87,Yes,Netherlands,,KNKF-SP,IPF,2017-05-21,Netherlands,NB,Eindhoven,Sport Arena Dutch Juniors & Masters Equipped Championships
Evelyne Fraats,F,SBD,Raw,21.5,20-23,19-23,Open,89.92,84+,-107.5,107.5,115.0,,115.0,50.0,52.5,-55.0,,52.5,122.5,-132.5,132.5,,132.5,300.0,3,267.56,259.32,225.42,55.26,Yes,Netherlands,,KNKF-SP,IPF,2022-10-15,Netherlands,,Delft,NSK Powerliften Classic
Whitley Ponte-Arends,F,SBD,Raw,28.5,24-34,24-39,Open,72.58,76,100.0,-107.5,-107.5,,100.0,47.5,52.5,57.5,,57.5,100.0,107.5,112.5,,112.5,270.0,21,267.64,262.14,230.85,54.45,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Jesse Wilbers,M,SBD,Raw,22.5,20-23,19-23,Open,83.26,93,125.0,132.5,-140.0,,132.5,90.0,97.5,-102.5,,97.5,155.0,167.5,-172.5,,167.5,397.5,47,267.88,264.84,254.72,54.94,Yes,Netherlands,,KNKF-SP,IPF,2022-10-15,Netherlands,,Delft,NSK Powerliften Classic
Jie Yi Wu Chen,F,SBD,Raw,24.5,24-34,24-39,Open,45.6,47,65.0,70.0,-75.0,,70.0,37.5,40.0,-42.5,,40.0,77.5,85.0,90.0,,90.0,200.0,1,268.09,274.82,245.61,57.16,Yes,Netherlands,,KNKF-SP,IPF,2018-02-03,Netherlands,ZH,Rotterdam,Fox Powerlifting Cup
Rick Boers,M,SBD,Raw,18.5,18-19,19-23,Juniors,87.8,93,-140.0,145.0,-150.0,,145.0,95.0,100.0,105.0,,105.0,150.0,155.0,160.0,,160.0,410.0,9,268.49,265.14,254.39,55.18,Yes,Netherlands,,KNKF-SP,IPF,2018-10-13,Netherlands,ZH,Delft,Dutch Student Championships
Kevin Evers,M,SBD,Raw,23.5,24-34,24-39,Open,107.76,120,135.0,142.5,150.0,,150.0,95.0,100.0,-105.0,,100.0,175.0,187.5,200.0,,200.0,450.0,4,268.62,266.55,254.62,54.9,Yes,Netherlands,,KNKF-SP,IPF,2020-10-10,Netherlands,NB,Tilburg,Dutch Student Championships
Yessi Kristiani,F,SBD,Raw,26.5,24-34,24-39,Open,68.3,69,-90.0,90.0,-97.5,,90.0,45.0,50.0,-55.0,,50.0,105.0,115.0,122.5,,122.5,262.5,38,269.18,265.67,234.31,54.69,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Mylene van der Scheer,F,SBD,Raw,17.5,18-19,14-18,Open,61.84,63,82.5,87.5,92.5,,92.5,47.5,52.5,55.0,,55.0,87.5,95.0,100.0,,100.0,247.5,5,269.24,269.59,238.11,54.81,Yes,Netherlands,,KNKF-SP,IPF,2020-10-10,Netherlands,NB,Tilburg,Dutch Student Championships
Iris van den Berg,F,SBD,Raw,21.5,20-23,19-23,Open,80.8,84,95.0,102.5,110.0,,110.0,42.5,47.5,-50.0,,47.5,120.0,127.5,130.0,,130.0,287.5,5,269.56,261.63,229.31,55.16,Yes,Netherlands,,KNKF-SP,IPF,2022-06-25,Netherlands,,Groningen,Northside Barbell Summer Cup
Tessa Snoek,F,SBD,Raw,22.5,20-23,19-23,Juniors,68.0,69,87.5,92.5,100.0,,100.0,40.0,42.5,-45.0,,42.5,105.0,115.0,120.0,,120.0,262.5,12,269.85,266.5,235.06,54.83,Yes,Netherlands,,KNKF-SP,IPF,2022-04-16,Netherlands,,Weert,Junioren NK Powerliften Dames
Petra Willems,F,SBD,Raw,18.5,18-19,19-23,Open,67.9,69,75.0,80.0,85.0,,85.0,47.5,50.0,-52.5,,50.0,115.0,127.5,-140.0,,127.5,262.5,7,270.08,266.78,235.32,54.88,Yes,Netherlands,,KNKF-SP,IPF,2022-06-25,Netherlands,,Groningen,Northside Barbell Summer Cup
Elke de Leeuw,F,SBD,Raw,18.5,18-19,19-23,Juniors,68.95,72,85.0,90.0,-97.5,,90.0,45.0,50.0,-55.0,,50.0,120.0,125.0,-130.0,,125.0,265.0,7,270.28,266.42,234.92,54.92,Yes,Netherlands,,KNKF-SP,IPF,2018-10-13,Netherlands,ZH,Delft,Dutch Student Championships
Arleen Meyer,F,SBD,Raw,39.5,35-39,40-49,Masters 1,69.98,72,87.5,92.5,-100.0,,92.5,50.0,52.5,-60.0,,52.5,100.0,115.0,122.5,,122.5,267.5,9,270.55,266.17,234.63,54.99,Yes,Netherlands,,KNKF-SP,IPF,2019-10-20,Netherlands,GE,Apeldoorn,Dutch Classic Masters Championships
Casper Zoeteman,M,SBD,Raw,31.5,24-34,24-39,Open,87.5,93,125.0,130.0,135.0,,135.0,92.5,100.0,107.5,,107.5,145.0,155.0,170.0,,170.0,412.5,68,270.61,267.25,256.45,55.61,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Yanur Renckens,F,SBD,Raw,17.5,18-19,14-18,Open,54.74,57,75.0,80.0,85.0,,85.0,40.0,45.0,-47.5,,45.0,95.0,100.0,-102.5,,100.0,230.0,6,270.68,275.49,243.81,55.66,Yes,Netherlands,,KNKF-SP,IPF,2021-10-30,Netherlands,,Nijmegen,SBD Cup Powerliften Classic
Michiel Stekelenburg,M,SBD,Raw,21.5,20-23,19-23,Juniors,81.6,83,120.0,130.0,-137.5,,130.0,105.0,110.0,112.5,,112.5,140.0,155.0,-162.5,,155.0,397.5,26,270.95,268.06,258.05,55.5,Yes,Netherlands,,KNKF-SP,IPF,2022-04-23,Netherlands,,Weert,Junioren NK Powerliften Heren
Eelco Hoetjes,M,SBD,Raw,44.5,40-44,40-49,Open,91.4,93,145.0,-152.5,152.5,,152.5,75.0,77.5,80.0,,80.0,180.0,190.0,-200.0,,190.0,422.5,67,271.1,267.65,256.34,55.74,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Zan Zagar,M,SBD,Raw,23.5,24-34,24-39,Open,81.34,83,120.0,-125.0,-125.0,,120.0,105.0,-110.0,-110.0,,105.0,160.0,165.0,172.5,,172.5,397.5,21,271.45,268.58,258.6,55.59,Yes,Netherlands,,KNKF-SP,IPF,2021-10-09,Netherlands,,Tillburg,NSK Powerliften Classic
Yvonne Kortsmit,F,SBD,Raw,20.5,20-23,19-23,Open,60.05,63,70.0,80.0,90.0,,90.0,50.0,55.0,-60.0,,55.0,90.0,100.0,-105.0,,100.0,245.0,3,271.45,272.97,241.18,55.35,Yes,Netherlands,,KNKF-SP,IPF,2014-12-06,Netherlands,NB,Veldhoven,Dutch Classic Powerlifting Championships
Céline Cacchione,F,SBD,Raw,21.5,20-23,19-23,Juniors,61.0,63,85.0,90.0,-92.5,,90.0,52.5,57.5,-60.0,,57.5,87.5,95.0,100.0,,100.0,247.5,5,271.53,272.43,240.66,55.31,Yes,Netherlands,,KNKF-SP,IPF,2019-06-22,Netherlands,UT,Utrecht,Dutch Juniors & Sub-Juniors Championships
Rilana Pal,F,SBD,Raw,20.5,20-23,19-23,Juniors,56.25,57,80.0,85.0,90.0,,90.0,40.0,42.5,-45.0,,42.5,90.0,100.0,102.5,,102.5,235.0,3,271.59,275.54,243.7,55.68,Yes,Netherlands,,KNKF-SP,IPF,2018-10-13,Netherlands,ZH,Delft,Dutch Student Championships
Rowan Scheepers,M,SBD,Raw,30.5,24-34,24-39,Open,64.32,66,117.5,-122.5,125.0,,125.0,70.0,-75.0,75.0,,75.0,132.5,135.0,140.0,,140.0,340.0,9,271.61,272.77,265.39,53.73,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Milou van Delden,F,SBD,Raw,19.5,20-23,19-23,Juniors,61.96,63,85.0,92.5,-95.0,,92.5,45.0,47.5,-50.0,,47.5,102.5,107.5,110.0,,110.0,250.0,6,271.63,271.91,240.15,55.29,Yes,Netherlands,,KNKF-SP,IPF,2021-07-17,Netherlands,,Weert,Subjunioren & Junioren NK Powerliften Classic
Anell Roos,F,SBD,Raw,30.5,24-34,24-39,Open,70.64,76,87.5,92.5,100.0,,100.0,42.5,47.5,50.0,,50.0,105.0,115.0,120.0,,120.0,270.0,10,271.66,266.94,235.25,55.22,Yes,Netherlands,,KNKF-SP,IPF,2021-12-18,Netherlands,,Wezep,PWG Cup Powerliften Classic
Max Wouters,M,SBD,Raw,20.5,20-23,19-23,Juniors,80.2,83,75.0,,,,75.0,120.0,-125.0,,,120.0,-177.5,177.5,200.0,,200.0,395.0,8,271.97,269.24,259.39,55.64,Yes,Netherlands,,KNKF-SP,IPF,2017-04-29,Netherlands,ZE,Vlissingen,Dutch Juniors & Sub-Juniors Championships
Jesse Wilbers,M,SBD,Raw,22.5,20-23,19-23,Juniors,80.92,83,125.0,130.0,-135.0,,130.0,90.0,95.0,97.5,,97.5,145.0,155.0,170.0,,170.0,397.5,25,272.27,269.44,259.48,55.74,Yes,Netherlands,,KNKF-SP,IPF,2022-04-23,Netherlands,,Weert,Junioren NK Powerliften Heren
Aniek Brugman,F,SBD,Raw,23.5,24-34,24-39,Open,65.7,69,72.5,77.5,-82.5,,77.5,55.0,57.5,-60.0,,57.5,110.0,120.0,125.0,,125.0,260.0,14,272.69,270.62,238.83,55.42,Yes,Netherlands,,KNKF-SP,IPF,2021-10-30,Netherlands,,Nijmegen,SBD Cup Powerliften Classic
Jolein van den Bogaart,F,SBD,Raw,25.5,24-34,24-39,Open,71.12,76,-95.0,97.5,102.5,,102.5,55.0,-60.0,-60.0,,55.0,105.0,110.0,115.0,,115.0,272.5,7,273.14,268.17,236.3,55.54,Yes,Netherlands,,KNKF-SP,IPF,2021-10-30,Netherlands,,Nijmegen,SBD Cup Powerliften Classic
Freark Okkema,M,SBD,Raw,23.5,24-34,24-39,Open,70.26,74,115.0,122.5,130.0,,130.0,70.0,75.0,80.0,,80.0,150.0,155.0,-160.0,,155.0,365.0,2,273.47,272.75,264.29,55.05,Yes,Netherlands,,KNKF-SP,IPF,2020-02-01,Netherlands,,Groningen,Northside Barbell Cup
Thalita Mulders,F,SBD,Raw,26.5,24-34,24-39,Open,99.62,84+,110.0,112.5,125.0,,125.0,52.5,-55.0,55.0,,55.0,110.0,120.0,140.0,,140.0,320.0,5,273.48,266.73,229.25,57.13,Yes,Netherlands,,KNKF-SP,IPF,2021-10-30,Netherlands,,Nijmegen,SBD Cup Powerliften Classic
Luuk Wemmenhove,M,SBD,Raw,21.5,20-23,19-23,Juniors,124.7,120+,155.0,160.0,167.5,,167.5,110.0,115.0,-120.0,,115.0,190.0,200.0,-205.0,,200.0,482.5,2,273.67,275.08,263.3,55.17,Yes,Netherlands,,KNKF-SP,IPF,2019-06-22,Netherlands,UT,Utrecht,Dutch Juniors & Sub-Juniors Championships
Anissa de Bree,F,SBD,Raw,23.5,24-34,24-39,Open,62.0,63,82.5,87.5,92.5,,92.5,-35.0,35.0,40.0,,40.0,105.0,112.5,120.0,,120.0,252.5,18,274.24,274.49,242.43,55.82,Yes,Netherlands,,KNKF-SP,IPF,2019-09-28,Netherlands,GE,Nijmegen,SBD Cup
Uwe Abend,M,SBD,Raw,58.0,55-59,50-59,M-M4,87.2,90,,,,,130.0,,,,,120.0,,,,,168.0,418.0,1,274.71,271.31,260.39,56.45,Yes,Netherlands,,BDFPF,WDFPF,2019-10-12,Belgium,,,Squat Bench Powerlifting Unequipped
Rianka van Bennekom,F,SBD,Raw,20.5,20-23,19-23,Open,61.78,63,90.0,95.0,-100.0,,95.0,45.0,47.5,-50.0,,47.5,110.0,-117.5,-120.0,,110.0,252.5,23,274.84,275.24,243.1,55.95,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Romy van Dillen,F,SBD,Raw,20.5,20-23,19-23,Open,64.8,69,95.0,102.5,110.0,,110.0,42.5,45.0,-47.5,,45.0,95.0,105.0,-110.0,,105.0,260.0,39,274.93,273.39,241.32,55.88,Yes,Netherlands,,KNKF-SP,IPF,2022-10-29,Netherlands,,Nijmegen,SBD Cup
Sibel Onemli,F,SBD,Raw,30.5,24-34,24-39,Open,69.12,72,85.0,87.5,-90.0,,87.5,50.0,52.5,-55.0,,52.5,120.0,125.0,130.0,,130.0,270.0,9,274.99,270.98,238.93,55.88,Yes,Netherlands,,KNKF-SP,IPF,2020-02-01,Netherlands,,Groningen,Northside Barbell Cup
Hanneke Chorus,F,SBD,Raw,35.5,35-39,24-39,Open,71.4,72,95.0,100.0,-107.5,,100.0,-47.5,-47.5,50.0,,50.0,110.0,120.0,125.0,,125.0,275.0,17,275.05,269.92,237.81,55.93,Yes,Netherlands,,KNKF-SP,IPF,2019-09-28,Netherlands,GE,Nijmegen,SBD Cup
Kimberley Teeuwissen,F,SBD,Raw,22.5,20-23,19-23,Open,73.75,76,85.0,90.0,-95.0,,90.0,60.0,-65.0,65.0,,65.0,120.0,125.0,-127.5,,125.0,280.0,7,275.16,269.03,236.8,56.01,Yes,Netherlands,,KNKF-SP,IPF,2022-10-15,Netherlands,,Delft,NSK Powerliften Classic
Tamara Jetten,F,SBD,Raw,24.5,24-34,24-39,Open,77.5,84,102.5,-110.0,-110.0,,102.5,50.0,-55.0,55.0,,55.0,122.5,130.0,-132.5,,130.0,287.5,2,275.28,267.9,235.33,56.17,Yes,Netherlands,,SVNL,IPF,2018-12-15,Finland,,Huittinen,Kansallinen klassinen voimannosto
Nick van der Loo,M,SBD,Raw,28.5,24-34,24-39,Open,98.8,105,125.0,135.0,-150.0,,135.0,105.0,110.0,-117.5,,110.0,200.0,-207.5,-210.0,,200.0,445.0,18,275.35,272.15,259.99,56.54,Yes,Netherlands,,KNKF-SP,IPF,2019-12-07,Netherlands,NB,Veldhoven,DRC Cup
Wasila Moktefi,F,SBD,Raw,22.5,20-23,19-23,Open,87.4,84+,107.5,115.0,122.5,,122.5,62.5,67.5,-70.0,,67.5,107.5,-115.0,115.0,,115.0,305.0,2,275.51,266.9,232.61,56.75,Yes,Netherlands,,KNKF-SP,IPF,2022-10-15,Netherlands,,Delft,NSK Powerliften Classic
Frank Calor,M,SBD,Raw,33.5,24-34,24-39,Open,58.5,59,80.0,90.0,100.0,,100.0,100.0,110.0,120.0,,120.0,80.0,90.0,100.0,,100.0,320.0,1,275.84,279.38,273.22,53.19,Yes,Netherlands,,KNKF-SP,IPF,2015-06-13,Netherlands,NB,Tilburg,DRC Cup
Eelco Hoetjes,M,SBD,Raw,41.5,40-44,40-49,Masters 1,90.32,93,155.0,-160.0,-160.0,,155.0,85.0,87.5,-90.0,,87.5,180.0,185.0,-190.0,,185.0,427.5,5,275.93,272.42,261.05,56.73,Yes,Netherlands,,KNKF-SP,IPF,2019-10-20,Netherlands,GE,Apeldoorn,Dutch Classic Masters Championships
